Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
1923,9,-0.345,0.135,-0.195,0.081,-0.212,0.07,-0.211,0.068,-0.232,0.066
1923,10,-0.033,0.114,-0.193,0.081,-0.209,0.069,-0.212,0.068,-0.231,0.066
1923,11,0.033,0.119,-0.182,0.082,-0.207,0.069,-0.212,0.068,-0.232,0.066
1923,12,0.015,0.11,-0.184,0.082,-0.208,0.069,-0.21,0.068,-0.233,0.066
1924,1,-0.252,0.111,-0.174,0.082,-0.209,0.069,-0.212,0.068,-0.235,0.066
1924,2,-0.236,0.106,-0.173,0.082,-0.206,0.069,-0.215,0.068,-0.234,0.066
1924,3,-0.05,0.108,-0.172,0.082,-0.206,0.069,-0.216,0.068,-0.234,0.066
1924,4,-0.261,0.121,-0.196,0.082,-0.205,0.069,-0.218,0.068,-0.234,0.066
1924,5,-0.152,0.138,-0.217,0.082,-0.203,0.069,-0.22,0.068,-0.234,0.066
1924,6,-0.229,0.121,-0.247,0.082,-0.205,0.069,-0.221,0.068,-0.234,0.066
1924,7,-0.255,0.156,-0.261,0.082,-0.204,0.069,-0.222,0.068,-0.233,0.066
1924,8,-0.315,0.165,-0.278,0.082,-0.201,0.069,-0.222,0.068,-0.233,0.066
1924,9,-0.333,0.143,-0.295,0.081,-0.205,0.069,-0.221,0.068,-0.232,0.066
1924,10,-0.321,0.115,-0.293,0.081,-0.207,0.069,-0.22,0.068,-0.232,0.066
1924,11,-0.216,0.116,-0.294,0.081,-0.204,0.07,-0.216,0.068,-0.231,0.066
1924,12,-0.347,0.114,-0.297,0.081,-0.204,0.07,-0.217,0.068,-0.231,0.066
1925,1,-0.414,0.11,-0.299,0.081,-0.203,0.07,-0.217,0.068,-0.232,0.066
1925,2,-0.449,0.106,-0.287,0.081,-0.2,0.07,-0.217,0.068,-0.231,0.066
1925,3,-0.25,0.097,-0.277,0.081,-0.196,0.07,-0.217,0.068,-0.232,0.066
1925,4,-0.237,0.119,-0.262,0.081,-0.189,0.07,-0.217,0.068,-0.233,0.066
1925,5,-0.165,0.136,-0.245,0.081,-0.186,0.069,-0.217,0.068,-0.235,0.066
1925,6,-0.265,0.122,-0.202,0.081,-0.187,0.069,-0.217,0.068,-0.235,0.066
1925,7,-0.281,0.157,-0.148,0.08,-0.181,0.069,-0.216,0.068,-0.235,0.066
1925,8,-0.159,0.166,-0.111,0.08,-0.175,0.07,-0.215,0.068,-0.235,0.066
1925,9,-0.214,0.138,-0.079,0.08,-0.172,0.07,-0.214,0.068,-0.235,0.066
1925,10,-0.142,0.115,-0.065,0.08,-0.171,0.07,-0.213,0.068,-0.234,0.066
1925,11,-0.021,0.114,-0.068,0.079,-0.171,0.07,-0.21,0.068,-0.235,0.066
1925,12,0.171,0.109,-0.062,0.078,-0.173,0.07,-0.206,0.068,-0.235,0.066
1926,1,0.237,0.105,-0.058,0.079,-0.171,0.07,-0.205,0.068,-0.236,0.066
1926,2,-0.003,0.104,-0.054,0.079,-0.169,0.07,-0.206,0.068,-0.236,0.066
1926,3,0.136,0.101,-0.046,0.079,-0.168,0.07,-0.204,0.068,-0.236,0.066
1926,4,-0.076,0.121,-0.033,0.079,-0.17,0.07,-0.203,0.068,-0.236,0.066
1926,5,-0.194,0.135,-0.035,0.079,-0.173,0.069,-0.202,0.068,-0.235,0.066
1926,6,-0.199,0.126,-0.068,0.079,-0.175,0.069,-0.201,0.068,-0.234,0.066
1926,7,-0.228,0.158,-0.107,0.079,-0.178,0.069,-0.2,0.068,-0.233,0.066
1926,8,-0.118,0.168,-0.121,0.079,-0.183,0.069,-0.198,0.068,-0.232,0.066
1926,9,-0.111,0.134,-0.163,0.078,-0.188,0.069,-0.197,0.068,-0.231,0.066
1926,10,0.015,0.115,-0.176,0.078,-0.19,0.069,-0.196,0.068,-0.229,0.066
1926,11,-0.054,0.111,-0.175,0.078,-0.195,0.069,-0.195,0.068,-0.227,0.066
1926,12,-0.216,0.113,-0.18,0.079,-0.198,0.069,-0.194,0.068,-0.224,0.066
1927,1,-0.236,0.103,-0.178,0.079,-0.201,0.069,-0.191,0.068,-0.221,0.066
1927,2,-0.169,0.104,-0.182,0.078,-0.201,0.069,-0.189,0.068,-0.218,0.066
1927,3,-0.375,0.113,-0.184,0.078,-0.2,0.069,-0.189,0.068,-0.216,0.066
1927,4,-0.231,0.123,-0.18,0.079,-0.196,0.069,-0.187,0.068,-0.214,0.066
1927,5,-0.173,0.134,-0.181,0.079,-0.195,0.069,-0.185,0.069,-0.212,0.066
1927,6,-0.263,0.129,-0.184,0.079,-0.198,0.069,-0.185,0.069,-0.21,0.066
1927,7,-0.203,0.158,-0.154,0.079,-0.194,0.069,-0.184,0.069,-0.208,0.066
1927,8,-0.174,0.163,-0.142,0.08,-0.191,0.069,-0.183,0.069,-0.207,0.066
1927,9,-0.124,0.136,-0.129,0.08,-0.189,0.069,-0.18,0.069,-0.205,0.066
1927,10,0.06,0.116,-0.125,0.081,-0.188,0.069,-0.177,0.069,-0.202,0.066
1927,11,-0.066,0.106,-0.135,0.081,-0.189,0.069,-0.178,0.068,-0.2,0.066
1927,12,-0.252,0.107,-0.144,0.08,-0.188,0.069,-0.178,0.068,-0.197,0.066
1928,1,0.115,0.107,-0.144,0.08,-0.186,0.07,-0.177,0.068,-0.194,0.066
1928,2,-0.019,0.108,-0.149,0.08,-0.185,0.07,-0.176,0.068,-0.192,0.066
1928,3,-0.216,0.109,-0.161,0.08,-0.184,0.07,-0.176,0.068,-0.19,0.066
1928,4,-0.187,0.124,-0.178,0.08,-0.183,0.07,-0.176,0.068,-0.187,0.066
1928,5,-0.291,0.134,-0.184,0.08,-0.18,0.07,-0.176,0.068,-0.186,0.066
1928,6,-0.376,0.123,-0.175,0.08,-0.183,0.07,-0.177,0.068,-0.185,0.066
1928,7,-0.201,0.159,-0.219,0.08,-0.188,0.07,-0.177,0.068,-0.184,0.066
1928,8,-0.232,0.162,-0.261,0.08,-0.192,0.07,-0.176,0.068,-0.182,0.066
1928,9,-0.269,0.137,-0.276,0.08,-0.196,0.07,-0.176,0.068,-0.181,0.066
1928,10,-0.148,0.113,-0.292,0.08,-0.197,0.07,-0.177,0.068,-0.18,0.066
1928,11,-0.136,0.119,-0.303,0.08,-0.197,0.07,-0.181,0.068,-0.179,0.066
1928,12,-0.141,0.106,-0.307,0.08,-0.194,0.071,-0.184,0.068,-0.178,0.066
1929,1,-0.407,0.108,-0.327,0.079,-0.191,0.071,-0.184,0.068,-0.177,0.066
1929,2,-0.528,0.104,-0.332,0.08,-0.189,0.071,-0.183,0.068,-0.177,0.066
1929,3,-0.399,0.102,-0.332,0.08,-0.188,0.071,-0.186,0.068,-0.177,0.066
1929,4,-0.371,0.121,-0.33,0.08,-0.187,0.071,-0.186,0.068,-0.176,0.065
1929,5,-0.427,0.138,-0.33,0.08,-0.187,0.071,-0.186,0.068,-0.175,0.065
1929,6,-0.427,0.12,-0.359,0.079,-0.183,0.071,-0.186,0.068,-0.174,0.065
1929,7,-0.438,0.157,-0.343,0.079,-0.177,0.071,-0.185,0.068,-0.172,0.065
1929,8,-0.29,0.163,-0.322,0.079,-0.177,0.071,-0.183,0.068,-0.171,0.065
1929,9,-0.266,0.138,-0.298,0.079,-0.173,0.071,-0.182,0.068,-0.17,0.065
1929,10,-0.128,0.115,-0.284,0.08,-0.168,0.071,-0.18,0.068,-0.169,0.065
1929,11,-0.139,0.11,-0.266,0.08,-0.166,0.071,-0.178,0.068,-0.167,0.065
1929,12,-0.489,0.112,-0.247,0.08,-0.165,0.071,-0.175,0.068,-0.163,0.065
1930,1,-0.216,0.104,-0.223,0.081,-0.165,0.071,-0.175,0.068,-0.162,0.065
1930,2,-0.278,0.109,-0.209,0.082,-0.165,0.071,-0.17,0.068,-0.161,0.065
1930,3,-0.112,0.106,-0.198,0.082,-0.163,0.071,-0.169,0.068,-0.16,0.065
1930,4,-0.197,0.126,-0.192,0.083,-0.165,0.071,-0.17,0.068,-0.159,0.065
1930,5,-0.212,0.132,-0.17,0.083,-0.169,0.071,-0.171,0.068,-0.158,0.065
1930,6,-0.205,0.128,-0.129,0.084,-0.168,0.071,-0.171,0.068,-0.156,0.065
1930,7,-0.146,0.162,-0.119,0.085,-0.174,0.071,-0.17,0.068,-0.155,0.065
1930,8,-0.119,0.167,-0.114,0.084,-0.178,0.071,-0.171,0.068,-0.153,0.065
1930,9,-0.13,0.141,-0.111,0.085,-0.18,0.071,-0.171,0.068,-0.152,0.065
1930,10,-0.06,0.117,-0.108,0.085,-0.181,0.071,-0.17,0.068,-0.151,0.065
1930,11,0.126,0.114,-0.106,0.085,-0.181,0.071,-0.173,0.068,-0.15,0.065
1930,12,-0.001,0.112,-0.093,0.084,-0.181,0.071,-0.176,0.068,-0.148,0.064
1931,1,-0.092,0.106,-0.082,0.084,-0.183,0.071,-0.181,0.068,-0.147,0.064
1931,2,-0.215,0.105,-0.073,0.083,-0.182,0.071,-0.184,0.068,-0.146,0.064
1931,3,-0.079,0.107,-0.066,0.083,-0.184,0.071,-0.187,0.068,-0.145,0.064
1931,4,-0.16,0.128,-0.054,0.083,-0.185,0.071,-0.188,0.068,-0.144,0.064
1931,5,-0.189,0.132,-0.068,0.084,-0.189,0.071,-0.188,0.068,-0.142,0.064
1931,6,-0.056,0.123,-0.068,0.083,-0.193,0.071,-0.188,0.068,-0.142,0.064
1931,7,-0.011,0.157,-0.051,0.084,-0.191,0.071,-0.186,0.068,-0.14,0.064
1931,8,-0.006,0.164,-0.047,0.084,-0.184,0.07,-0.186,0.067,-0.139,0.063
1931,9,-0.05,0.136,-0.049,0.083,-0.183,0.07,-0.186,0.067,-0.139,0.063
1931,10,0.079,0.12,-0.031,0.083,-0.182,0.07,-0.186,0.067,-0.138,0.063
1931,11,-0.04,0.116,-0.021,0.082,-0.178,0.07,-0.186,0.067,-0.138,0.063
1931,12,0.003,0.109,-0.035,0.082,-0.173,0.07,-0.184,0.067,-0.137,0.063
1932,1,0.115,0.111,-0.048,0.082,-0.169,0.071,-0.183,0.067,-0.134,0.063
1932,2,-0.17,0.103,-0.064,0.082,-0.166,0.071,-0.181,0.067,-0.132,0.063
1932,3,-0.102,0.112,-0.061,0.082,-0.165,0.071,-0.179,0.067,-0.132,0.063
1932,4,0.048,0.122,-0.071,0.081,-0.163,0.071,-0.178,0.067,-0.131,0.063
1932,5,-0.065,0.136,-0.093,0.08,-0.16,0.071,-0.177,0.067,-0.129,0.063
1932,6,-0.219,0.121,-0.108,0.08,-0.153,0.071,-0.174,0.067,-0.128,0.063
1932,7,-0.174,0.159,-0.138,0.079,-0.155,0.071,-0.173,0.067,-0.127,0.063
1932,8,-0.201,0.162,-0.146,0.079,-0.149,0.071,-0.171,0.067,-0.126,0.063
1932,9,-0.004,0.132,-0.164,0.078,-0.15,0.071,-0.169,0.067,-0.125,0.063
1932,10,-0.041,0.11,-0.191,0.078,-0.152,0.07,-0.168,0.067,-0.123,0.063
1932,11,-0.312,0.107,-0.21,0.078,-0.154,0.07,-0.167,0.067,-0.122,0.063
1932,12,-0.176,0.103,-0.224,0.079,-0.154,0.07,-0.165,0.067,-0.121,0.063
1933,1,-0.244,0.106,-0.233,0.079,-0.155,0.07,-0.165,0.067,-0.12,0.064
1933,2,-0.269,0.098,-0.233,0.079,-0.157,0.07,-0.164,0.067,-0.118,0.064
1933,3,-0.311,0.104,-0.262,0.079,-0.158,0.07,-0.162,0.067,-0.116,0.064
1933,4,-0.274,0.124,-0.278,0.079,-0.158,0.07,-0.16,0.067,-0.115,0.064
1933,5,-0.303,0.134,-0.284,0.078,-0.167,0.07,-0.158,0.067,-0.113,0.064
1933,6,-0.384,0.125,-0.303,0.078,-0.17,0.07,-0.156,0.067,-0.112,0.064
1933,7,-0.282,0.16,-0.304,0.078,-0.173,0.069,-0.155,0.067,-0.11,0.064
1933,8,-0.203,0.162,-0.288,0.078,-0.175,0.069,-0.153,0.067,-0.109,0.064
1933,9,-0.349,0.136,-0.294,0.078,-0.179,0.069,-0.151,0.067,-0.107,0.064
1933,10,-0.231,0.113,-0.298,0.077,-0.179,0.069,-0.148,0.067,-0.106,0.065
1933,11,-0.378,0.105,-0.285,0.077,-0.179,0.069,-0.146,0.067,-0.105,0.065
1933,12,-0.41,0.111,-0.267,0.077,-0.181,0.069,-0.146,0.067,-0.104,0.065
1934,1,-0.25,0.098,-0.256,0.077,-0.182,0.069,-0.143,0.067,-0.101,0.065
1934,2,-0.085,0.099,-0.251,0.077,-0.184,0.068,-0.139,0.067,-0.099,0.065
1934,3,-0.373,0.098,-0.237,0.077,-0.185,0.068,-0.137,0.067,-0.098,0.065
1934,4,-0.333,0.12,-0.222,0.078,-0.186,0.068,-0.134,0.067,-0.096,0.066
1934,5,-0.147,0.132,-0.186,0.079,-0.186,0.068,-0.13,0.067,-0.095,0.066
1934,6,-0.163,0.124,-0.154,0.079,-0.186,0.068,-0.126,0.067,-0.094,0.066
1934,7,-0.15,0.16,-0.163,0.079,-0.188,0.067,-0.123,0.067,-0.092,0.066
1934,8,-0.144,0.164,-0.15,0.079,-0.184,0.067,-0.121,0.067,-0.09,0.066
1934,9,-0.186,0.135,-0.131,0.08,-0.185,0.067,-0.119,0.067,-0.087,0.067
1934,10,-0.04,0.122,-0.13,0.08,-0.188,0.067,-0.118,0.067,-0.085,0.067
1934,11,0.053,0.106,-0.146,0.08,-0.187,0.068,-0.118,0.067,-0.084,0.067
1934,12,-0.033,0.103,-0.151,0.079,-0.183,0.068,-0.11,0.066,-0.082,0.068
1935,1,-0.357,0.103,-0.155,0.079,-0.18,0.068,-0.108,0.066,-0.079,0.068
1935,2,0.077,0.103,-0.162,0.079,-0.176,0.068,-0.104,0.066,-0.078,0.068
1935,3,-0.156,0.101,-0.166,0.079,-0.174,0.068,-0.103,0.066,-0.076,0.068
1935,4,-0.317,0.121,-0.166,0.079,-0.171,0.068,-0.1,0.066,-0.074,0.069
1935,5,-0.333,0.132,-0.203,0.079,-0.164,0.068,-0.098,0.066,-0.074,0.069
1935,6,-0.223,0.122,-0.215,0.078,-0.162,0.068,-0.096,0.066,-0.073,0.069
1935,7,-0.204,0.16,-0.21,0.077,-0.156,0.068,-0.094,0.066,-0.071,0.07
1935,8,-0.223,0.161,-0.245,0.077,-0.151,0.068,-0.092,0.066,-0.07,0.07
1935,9,-0.235,0.135,-0.257,0.077,-0.144,0.068,-0.091,0.066,-0.068,0.07
1935,10,-0.038,0.114,-0.246,0.077,-0.139,0.068,-0.09,0.066,-0.067,0.071
1935,11,-0.39,0.107,-0.232,0.077,-0.135,0.068,-0.091,0.066,-0.067,0.071
1935,12,-0.185,0.102,-0.226,0.076,-0.131,0.068,-0.089,0.066,-0.068,0.071
1936,1,-0.296,0.097,-0.216,0.076,-0.127,0.068,-0.089,0.065,-0.069,0.071
1936,2,-0.335,0.099,-0.207,0.075,-0.124,0.068,-0.086,0.065,-0.069,0.071
1936,3,-0.31,0.094,-0.198,0.075,-0.118,0.068,-0.086,0.065,-0.069,0.071
1936,4,-0.179,0.12,-0.192,0.075,-0.11,0.068,-0.085,0.064,-0.069,0.071
1936,5,-0.167,0.131,-0.165,0.074,-0.103,0.068,-0.083,0.064,-0.068,0.071
1936,6,-0.155,0.121,-0.147,0.074,-0.098,0.068,-0.082,0.064,-0.068,0.071
1936,7,-0.078,0.155,-0.127,0.074,-0.094,0.068,-0.081,0.064,-0.067,0.071
1936,8,-0.117,0.159,-0.093,0.074,-0.094,0.068,-0.081,0.064,-0.068,0.071
1936,9,-0.131,0.131,-0.08,0.075,-0.091,0.068,-0.082,0.064,-0.068,0.071
1936,10,0.042,0.109,-0.073,0.075,-0.086,0.068,-0.081,0.064,-0.068,0.071
1936,11,-0.074,0.103,-0.062,0.075,-0.082,0.068,-0.081,0.064,-0.068,0.071
1936,12,0.036,0.101,-0.048,0.076,-0.079,0.068,-0.079,0.064,-0.068,0.071
1937,1,-0.055,0.107,-0.04,0.076,-0.077,0.068,-0.077,0.064,-0.067,0.071
1937,2,0.072,0.099,-0.027,0.077,-0.075,0.067,-0.076,0.064,-0.066,0.071
1937,3,-0.154,0.106,-0.006,0.078,-0.073,0.067,-0.074,0.065,-0.064,0.071
1937,4,-0.096,0.122,0.002,0.079,-0.074,0.068,-0.075,0.065,-0.063,0.071
1937,5,-0.04,0.134,0.015,0.08,-0.075,0.068,-0.073,0.065,-0.062,0.071
1937,6,0.017,0.122,0.01,0.081,-0.068,0.067,-0.071,0.066,-0.062,0.071
1937,7,0.018,0.156,0.022,0.081,-0.061,0.067,-0.07,0.066,-0.061,0.071
1937,8,0.04,0.161,0.022,0.08,-0.06,0.067,-0.069,0.067,-0.061,0.071
1937,9,0.118,0.142,0.042,0.079,-0.056,0.067,-0.07,0.067,-0.061,0.071
1937,10,0.145,0.118,0.055,0.079,-0.049,0.067,-0.069,0.068,-0.06,0.071
1937,11,0.075,0.11,0.05,0.079,-0.042,0.067,-0.066,0.068,-0.06,0.071
1937,12,-0.019,0.106,0.038,0.078,-0.038,0.067,-0.064,0.069,-0.059,0.071
1938,1,0.084,0.103,0.031,0.078,-0.033,0.067,-0.062,0.069,-0.059,0.071
1938,2,0.08,0.097,0.025,0.078,-0.028,0.067,-0.059,0.07,-0.06,0.071
1938,3,0.083,0.099,0.019,0.077,-0.023,0.068,-0.057,0.071,-0.06,0.071
1938,4,0.057,0.124,0.025,0.077,-0.021,0.068,-0.053,0.071,-0.059,0.071
1938,5,-0.095,0.133,0.024,0.077,-0.016,0.068,-0.05,0.072,-0.058,0.071
1938,6,-0.131,0.118,0.017,0.076,-0.009,0.068,-0.047,0.073,-0.056,0.071
1938,7,-0.071,0.154,0.008,0.076,-0.004,0.068,-0.044,0.073,-0.056,0.072
1938,8,-0.023,0.16,-0.006,0.077,0.003,0.067,-0.042,0.074,-0.055,0.072
1938,9,0.043,0.136,-0.03,0.077,0.008,0.067,-0.039,0.075,-0.055,0.072
1938,10,0.213,0.112,-0.035,0.077,0.01,0.067,-0.034,0.076,-0.054,0.072
1938,11,0.07,0.106,-0.021,0.076,0.013,0.067,-0.03,0.077,-0.054,0.072
1938,12,-0.106,0.103,-0.009,0.076,0.017,0.067,-0.024,0.077,-0.055,0.072
1939,1,-0.028,0.102,-0.006,0.076,0.02,0.068,-0.019,0.078,-0.053,0.072
1939,2,-0.083,0.1,-0.006,0.077,0.022,0.068,-0.016,0.079,-0.052,0.072
1939,3,-0.203,0.097,-0.013,0.077,0.02,0.069,-0.011,0.08,-0.05,0.072
1939,4,-0.011,0.117,-0.037,0.079,0.023,0.07,-0.006,0.081,-0.049,0.072
1939,5,0.076,0.131,-0.048,0.08,0.024,0.071,-0.004,0.082,-0.048,0.072
1939,6,0.018,0.125,-0.004,0.081,0.027,0.072,-0.001,0.083,-0.047,0.072
1939,7,-0.045,0.157,0.005,0.082,0.034,0.073,0.001,0.084,-0.046,0.072
1939,8,-0.023,0.165,0.021,0.083,0.033,0.075,0.004,0.085,-0.045,0.072
1939,9,-0.04,0.144,0.045,0.084,0.037,0.076,0.008,0.086,-0.045,0.072
1939,10,-0.073,0.133,0.057,0.086,0.038,0.077,0.01,0.087,-0.044,0.072
1939,11,-0.061,0.122,0.054,0.088,0.04,0.079,0.01,0.088,-0.044,0.072
1939,12,0.429,0.119,0.054,0.089,0.041,0.081,0.012,0.089,-0.042,0.072
1940,1,0.074,0.108,0.068,0.091,0.04,0.082,0.016,0.09,-0.043,0.072
1940,2,0.114,0.111,0.075,0.092,0.038,0.084,0.015,0.091,-0.043,0.072
1940,3,0.082,0.106,0.085,0.092,0.035,0.086,0.017,0.092,-0.043,0.072
1940,4,0.13,0.131,0.095,0.092,0.033,0.088,0.021,0.094,-0.043,0.072
1940,5,0.04,0.141,0.095,0.092,0.032,0.09,0.024,0.095,-0.042,0.072
1940,6,0.022,0.128,0.077,0.092,0.034,0.092,0.026,0.096,-0.041,0.072
1940,7,0.125,0.166,0.071,0.09,0.032,0.094,0.028,0.097,-0.041,0.072
1940,8,0.062,0.171,0.072,0.091,0.033,0.096,0.031,0.098,-0.041,0.072
1940,9,0.072,0.147,0.061,0.094,0.03,0.099,0.034,0.099,-0.041,0.072
1940,10,0.049,0.129,0.048,0.099,0.032,0.101,0.036,0.1,-0.042,0.072
1940,11,-0.056,0.122,0.046,0.106,0.035,0.103,0.04,0.102,-0.044,0.072
1940,12,0.216,0.118,0.048,0.115,0.036,0.105,0.041,0.103,-0.045,0.072
1941,1,-0.005,0.199,0.048,0.126,0.039,0.108,0.044,0.103,-0.046,0.072
1941,2,0.133,0.201,0.042,0.137,0.041,0.11,0.046,0.103,-0.046,0.072
1941,3,-0.06,0.2,0.018,0.149,0.041,0.113,0.049,0.103,-0.047,0.072
1941,4,-0.024,0.214,0.033,0.162,0.042,0.115,0.051,0.103,-0.046,0.072
1941,5,0.018,0.218,0.035,0.175,0.044,0.118,0.052,0.103,-0.045,0.072
1941,6,0.051,0.206,0.034,0.189,0.05,0.12,0.051,0.103,-0.044,0.072
1941,7,0.12,0.228,0.063,0.189,0.057,0.123,0.051,0.103,-0.044,0.072
1941,8,-0.014,0.235,0.053,0.189,0.063,0.125,0.051,0.104,-0.043,0.072
1941,9,-0.207,0.218,0.065,0.19,0.07,0.128,0.051,0.104,-0.042,0.072
1941,10,0.219,0.206,0.068,0.189,0.073,0.131,0.051,0.104,-0.042,0.072
1941,11,-0.024,0.207,0.073,0.189,0.075,0.133,0.051,0.104,-0.041,0.072
1941,12,0.198,0.206,0.072,0.19,0.076,0.136,0.048,0.104,-0.041,0.072
1942,1,0.349,0.202,0.059,0.19,0.08,0.138,0.049,0.104,-0.04,0.072
1942,2,0.01,0.205,0.054,0.19,0.084,0.141,0.048,0.104,-0.039,0.072
1942,3,0.083,0.202,0.065,0.19,0.088,0.144,0.051,0.104,-0.039,0.072
1942,4,0.012,0.21,0.049,0.191,0.094,0.146,0.052,0.105,-0.039,0.072
1942,5,0.078,0.22,0.052,0.191,0.096,0.149,0.052,0.105,-0.038,0.072
1942,6,0.038,0.208,0.044,0.191,0.091,0.152,0.051,0.105,-0.037,0.072
1942,7,-0.029,0.23,0.012,0.191,0.092,0.154,0.051,0.105,-0.035,0.072
1942,8,-0.075,0.238,0.022,0.191,0.09,0.157,0.049,0.105,-0.034,0.072
1942,9,-0.074,0.221,0.011,0.191,0.09,0.16,0.047,0.105,-0.034,0.072
1942,10,0.021,0.209,0.022,0.191,0.091,0.163,0.047,0.105,-0.033,0.072
1942,11,0.007,0.205,0.022,0.191,0.091,0.165,0.047,0.106,-0.032,0.072
1942,12,0.109,0.206,0.016,0.191,0.09,0.168,0.047,0.106,-0.031,0.072
1943,1,-0.041,0.205,0.025,0.191,0.088,0.171,0.047,0.106,-0.03,0.072
1943,2,0.131,0.203,0.041,0.191,0.091,0.174,0.045,0.106,-0.028,0.072
1943,3,-0.041,0.203,0.049,0.19,0.091,0.176,0.042,0.106,-0.026,0.072
1943,4,0.134,0.213,0.073,0.19,0.094,0.179,0.041,0.106,-0.024,0.072
1943,5,0.086,0.218,0.085,0.19,0.095,0.182,0.042,0.107,-0.021,0.072
1943,6,-0.031,0.208,0.099,0.19,0.09,0.184,0.044,0.107,-0.019,0.072
1943,7,0.081,0.23,0.134,0.19,0.091,0.182,0.043,0.107,-0.017,0.072
1943,8,0.106,0.23,0.144,0.19,0.088,0.179,0.043,0.107,-0.015,0.072
1943,9,0.024,0.212,0.169,0.19,0.09,0.176,0.041,0.107,-0.014,0.072
1943,10,0.31,0.205,0.173,0.19,0.092,0.173,0.039,0.108,-0.012,0.072
1943,11,0.156,0.205,0.179,0.19,0.09,0.171,0.037,0.108,-0.011,0.072
1943,12,0.269,0.205,0.191,0.19,0.086,0.168,0.035,0.108,-0.008,0.072
1944,1,0.39,0.2,0.199,0.19,0.083,0.165,0.036,0.108,-0.008,0.072
1944,2,0.248,0.202,0.209,0.19,0.08,0.163,0.035,0.108,-0.008,0.072
1944,3,0.258,0.2,0.223,0.19,0.082,0.16,0.036,0.109,-0.007,0.072
1944,4,0.175,0.211,0.221,0.191,0.078,0.158,0.036,0.109,-0.005,0.072
1944,5,0.169,0.215,0.214,0.191,0.077,0.155,0.034,0.109,-0.005,0.072
1944,6,0.111,0.211,0.202,0.191,0.069,0.153,0.032,0.109,-0.004,0.072
1944,7,0.178,0.226,0.179,0.192,0.063,0.15,0.031,0.109,-0.004,0.072
1944,8,0.226,0.233,0.157,0.192,0.064,0.147,0.031,0.109,-0.004,0.072
1944,9,0.187,0.213,0.142,0.192,0.064,0.145,0.029,0.11,-0.003,0.072
1944,10,0.282,0.208,0.146,0.192,0.066,0.143,0.03,0.11,-0.003,0.072
1944,11,0.069,0.208,0.133,0.192,0.063,0.14,0.029,0.11,-0.002,0.072
1944,12,0.131,0.209,0.124,0.193,0.062,0.138,0.025,0.11,-0.003,0.072
1945,1,0.109,0.206,0.108,0.193,0.061,0.136,0.023,0.11,-0.0,0.072
1945,2,-0.016,0.205,0.108,0.193,0.061,0.133,0.019,0.11,-0.001,0.072
1945,3,0.085,0.204,0.101,0.193,0.06,0.131,0.017,0.11,-0.002,0.072
1945,4,0.22,0.211,0.096,0.192,0.062,0.129,0.015,0.11,-0.001,0.072
1945,5,0.013,0.217,0.09,0.191,0.063,0.127,0.014,0.11,-0.0,0.072
1945,6,0.003,0.214,0.074,0.189,0.06,0.125,0.013,0.11,0.001,0.072
1945,7,-0.01,0.234,0.069,0.176,0.062,0.123,0.012,0.11,0.001,0.072
1945,8,0.226,0.239,0.067,0.163,0.057,0.121,0.01,0.109,0.003,0.072
1945,9,0.101,0.215,0.062,0.151,0.054,0.119,0.008,0.109,0.003,0.072
1945,10,0.216,0.203,0.05,0.141,0.05,0.118,0.006,0.109,0.003,0.072
1945,11,0.001,0.197,0.044,0.132,0.05,0.116,0.004,0.109,0.004,0.072
1945,12,-0.065,0.199,0.027,0.124,0.051,0.114,0.0,0.109,0.004,0.072
1946,1,0.057,0.152,0.022,0.119,0.048,0.113,-0.002,0.108,0.004,0.072
1946,2,-0.046,0.147,-0.011,0.116,0.045,0.111,-0.007,0.107,0.005,0.072
1946,3,0.03,0.143,-0.03,0.116,0.042,0.11,-0.007,0.106,0.006,0.072
1946,4,0.075,0.154,-0.05,0.119,0.036,0.109,-0.007,0.105,0.005,0.072
1946,5,-0.061,0.166,-0.056,0.123,0.03,0.107,-0.006,0.104,0.005,0.072
1946,6,-0.199,0.153,-0.072,0.128,0.021,0.106,-0.006,0.103,0.005,0.072
1946,7,-0.075,0.183,-0.077,0.127,0.016,0.105,-0.006,0.102,0.005,0.072
1946,8,-0.167,0.188,-0.071,0.125,0.008,0.104,-0.005,0.101,0.004,0.072
1946,9,-0.13,0.167,-0.063,0.125,0.003,0.103,-0.002,0.1,0.004,0.072
1946,10,-0.015,0.155,-0.062,0.125,-0.002,0.102,-0.002,0.099,0.002,0.072
1946,11,-0.077,0.145,-0.062,0.124,-0.006,0.101,-0.002,0.098,0.002,0.071
1946,12,-0.256,0.138,-0.05,0.124,-0.012,0.1,-0.002,0.097,0.002,0.071
1947,1,0.002,0.138,-0.048,0.124,-0.018,0.1,-0.003,0.096,0.002,0.071
1947,2,0.025,0.133,-0.043,0.124,-0.023,0.099,-0.002,0.095,0.001,0.071
1947,3,0.128,0.135,-0.042,0.123,-0.029,0.098,-0.003,0.094,0.001,0.071
1947,4,0.077,0.151,-0.031,0.123,-0.034,0.098,-0.003,0.093,0.002,0.071
1947,5,-0.054,0.162,-0.019,0.123,-0.038,0.097,-0.003,0.092,0.003,0.071
